"","X","SOCIALNETW","CHECK","SOCIALNE_1","SOCIALNE_2","PERSON_WIT","SOCIALNE_3","NUMBER_OF_","RELATIONSH","GENDER","RELATION_1","LONG_LIST","SOCIALNE_4","SOCIALNE_5","SOCIALNE_6","SOCIALNE_7","UNIQUE","OBJECTID","FIELD1","ADDRESS","PRECISION","LAT","LON","ADDRESS_1","What.gender.do.you.identify.with.","gender_guess","relationship_gender","place_type"
"715",715,1360,"Correct",10101,NA,"Jackie (Friend)","Friend",NA,"Friendship","Undefined from relationship",NA,"Jackie: Restaurants and church's chicken (Montgomery St).",NA,NA,"Place1","Montgomery Street","Montgomery Street",136,136,"Montgomery St, Savannah, GA, USA","Street",32.062367,-81.103028,"Montgomery St, Savannah, GA, USA","Female","Undefined from relationship","F-U","secondary, secondary, tertiary, secondary, secondary, residential, secondary, secondary, secondary"
"716",716,1364,"Correct",10103,NA,"Margie (Friend)","Friend",NA,"Friendship","Undefined from relationship",NA,"Margie: Carey Hillards",NA,NA,"Place1","Carey Hillards","Carey Hillard's",110,110,"11111 Abercorn St, Savannah, GA 31419, United States","Rooftop",31.97856,-81.143086,"11111 Abercorn St, Savannah, GA 31419, United States","Female","F","F-F","house"
"717",717,1381,"Different from Google - needs to be re-geocoded",10106,NA,"Mary Ann (Friend)","Friend",NA,"Friendship","Undefined from relationship",NA,"Mary Ann: Mitchell st. Church on Lathrope Ave.",NA,NA,"Place1","Mitchell Street Church","First Mount Bethel Baptist",142,142,"124 W Anderson St, Savannah, GA 31401, United States",NA,32.038649,-81.138025,"1709 Staley Ave, Savannah, GA 31405, United States","Female","F","F-F","house"
"718",718,1388,"Correct",10108,NA,"Connie (Friend)","Friend",NA,"Friendship","Undefined from relationship",NA,"Connie: Longhorn (Abercorn st).",NA,NA,"Place1","Longhorns-Abercorn","Longhorn Steak House",146,146,"7825 Abercorn St, Savannah, GA 31406, United States","Rooftop",32.004639,-81.11962,"7825 Abercorn St, Savannah, GA 31406, United States","Female","Undefined from relationship","F-U","house, house"
"719",719,1389,"Correct",10108,NA,"Stephanie (Friend)","Friend",NA,"Friendship","Undefined from relationship",NA,"Stephanie: Bowling (Tibet Ave).","Activity: Bowling",NA,"Place1","Bowlero Savannah","Bowlero",147,147,"115 Tibet Ave, Savannah, GA 31406, United States","Rooftop",31.988844,-81.13352,"115 Tibet Ave, Savannah, GA 31406, United States","Female","F","F-F","house, house"
"720",720,1390,"Correct",10108,NA,"Mark (Friend)","Friend",NA,"Friendship","Undefined from relationship",NA,"Mark: Bowling (Tibet).","Activity: Bowling",NA,"Place1","Bowlero Savannah","Bowlero",147,147,"115 Tibet Ave, Savannah, GA 31406, United States","Rooftop",31.988844,-81.13352,"115 Tibet Ave, Savannah, GA 31406, United States","Female","M","F-M","house, house"
"721",721,1391,"Correct",10108,NA,"Angela (Friend)","Friend",NA,"Friendship","Undefined from relationship",NA,"Angela: Growing in Grace Church (Staley Ave).",NA,NA,"Place1","Growing in Grace Church","Growing in Grace Church",148,148,"1517 Staley Ave, Savannah, GA 31405, United States","Rooftop",32.037595,-81.135116,"1517 Staley Ave, Savannah, GA 31405, United States","Female","F","F-F","house"
"722",722,128,NA,10051,NA,"Earl (Friend)","Friend",NA,"Friendship","Undefined from relationship",NA,"Earl: Library (Bull st), Emes on branch st",NA,NA,"Place1","Bull Street Library","Chatham County Public Library",0,0,NA,NA,32.057675,-81.099576,NA,"Male","M","M-M","administrative, administrative"
"723",723,919,NA,10063,NA,"Mike (Friend)","Friend",NA,"Friendship","Undefined from relationship",NA,"Mike: Starbucks (Habersham), Shuk, Clary's cafe, fork & dagger, bella's italian cafe, sweet patricia's.",NA,NA,"Place3","Clary's Café","Clary's Cafe",0,0,NA,NA,32.071563,-81.092036,NA,"Female","M","F-M","administrative, administrative"
"724",724,921,"Clio Recoded",10063,NA,"Mike (Friend)","Friend",NA,"Friendship","Undefined from relationship",NA,"Mike: Starbucks (Habersham), Shuk, Clary's cafe, fork & dagger, bella's italian cafe, sweet patricia's.",NA,NA,"Place5","Bella's Italian Café","Bella's Italian Café",0,0,NA,NA,32.037605,-81.102221,"4420 Habersham Street at 61st Savannah, GA 31405","Female","M","F-M",""
"725",725,842,"Correct",10046,NA,"Vincent (Godson)","Church Relationship",NA,"Family","M",NA,"Vincent: His house, goes to eat at the funky brunch on Broughton st.","Activities: Dining",NA,"Place2","Funky Brunch","Funky Brunch",204,204,"304 E Broughton St, Savannah, GA 31401, United States","Rooftop",32.078182,-81.088466,"304 E Broughton St, Savannah, GA 31401, United States","Female","M","F-M","house"
"726",726,67,"Different from Google - needs to be re-geocoded",10043,NA,"Jyra (Grandchild)","Grandchild",NA,"Family","Undefined from relationship",NA,"Skippers, Bj's, Jesus First Church, home. She does not have much of an active social life.",NA,NA,"Place1","Skippers","Skippers",7,7,"51 Johnny Mercer Blvd, Savannah, GA 31410","Rooftop",31.368646,-81.437168,"85 Screven St, Darien, GA 31305, United States","Female","F","F-F","restaurant, bar"
"727",727,69,"Correct",10043,NA,"Jyra (Grandchild)","Grandchild",NA,"Family","Undefined from relationship",NA,"Skippers, Bj's, Jesus First Church, home. She does not have much of an active social life.",NA,NA,"Place3","Jesus First Church","Jesus First Church",249,249,"2202 US-80, Garden City, GA 31408, United States","Rooftop",32.08749,-81.172537,"2202 US-80, Garden City, GA 31408, United States","Female","F","F-F","house"
"728",728,63,"Different from Google - needs to be re-geocoded",10043,NA,"Jania (Granddaughter)","Grandchild",NA,"Family","F",NA,"Skippers, Bj's, Jesus First Church, home. She does not have much of an active social life.",NA,NA,"Place1","Skippers","Skippers",7,7,"51 Johnny Mercer Blvd, Savannah, GA 31410","Rooftop",31.368646,-81.437168,"85 Screven St, Darien, GA 31305, United States","Female","F","F-F","restaurant, bar"
"729",729,65,"Correct",10043,NA,"Jania (Granddaughter)","Grandchild",NA,"Family","F",NA,"Skippers, Bj's, Jesus First Church, home. She does not have much of an active social life.",NA,NA,"Place3","Jesus First Church","Jesus First Church",249,249,"2202 US-80, Garden City, GA 31408, United States","Rooftop",32.08749,-81.172537,"2202 US-80, Garden City, GA 31408, United States","Female","F","F-F","house"
"730",730,1379,"Correct",10105,NA,"Kathy (Granddaughter)","Grandchild",NA,"Family","F",NA,"Kathy: Chuck E. Cheese (Abercorn)",NA,NA,"Place1","Chuck E. Cheese-Abercorn","Chuck E. Cheese-Abercorn",141,141,"6700 Abercorn St, Savannah, GA 31405, United States","Rooftop",32.015686,-81.111982,"6700 Abercorn St, Savannah, GA 31405, United States","Female","F","F-F","house, house"
"731",731,387,"Correct",10059,NA,"Dakiel (Grandson)","Grandchild",2,"Family","M","Grandkids","Grandkids: Fun zone pooler Hwy 80, Daffin park on victory drive, Tybee Island, Movie theater (NCG) on victory drive",NA,NA,"Place1","Fun Zone-Pooler","Fun Zone-Pooler",26,26,"1040 US-80, Pooler, GA 31322, United States","Rooftop",32.108759,-81.228963,"1040 US-80, Pooler, GA 31322, United States","Female","M","F-M","house, house, house, house"
"732",732,388,"Correct",10059,NA,"Dakiel (Grandson)","Grandchild",2,"Family","M","Grandkids","Grandkids: Fun zone pooler Hwy 80, Daffin park on victory drive, Tybee Island, Movie theater (NCG) on victory drive",NA,NA,"Place2","Daffin Park","Daffin Park",36,36,"E Victory Dr, Savannah, GA 31404, United States","Site",32.04377,-81.069983,"E Victory Dr, Savannah, GA 31404, United States","Female","M","F-M","primary, primary, primary, primary"
"733",733,389,"Correct",10059,NA,"Dakiel (Grandson)","Grandchild",2,"Family","M","Grandkids","Grandkids: Fun zone pooler Hwy 80, Daffin park on victory drive, Tybee Island, Movie theater (NCG) on victory drive",NA,NA,"Place3","Tybee Island","Tybee Island / Beach",27,27,"Tybee Island, GA, USA","Site",32.00593,-80.855322,"Tybee Island, GA, USA","Female","M","F-M","administrative, island"
"734",734,390,"Correct",10059,NA,"Dakiel (Grandson)","Grandchild",2,"Family","M","Grandkids","Grandkids: Fun zone pooler Hwy 80, Daffin park on victory drive, Tybee Island, Movie theater (NCG) on victory drive",NA,NA,"Place4","NCG Cinema","NGC Cinema-Victory Drive",106,106,"3001 Skidaway Rd, Savannah, GA 31404, United States","Rooftop",32.037416,-81.066314,"3001 Skidaway Rd, Savannah, GA 31404, United States","Female","M","F-M","commercial"
"735",735,391,"Correct",10059,NA,"Akai (Grandson)","Grandchild",2,"Family","M","Grandkids","Grandkids: Fun zone pooler Hwy 80, Daffin park on victory drive, Tybee Island, Movie theater (NCG) on victory drive",NA,NA,"Place1","Fun Zone-Pooler","Fun Zone-Pooler",26,26,"1040 US-80, Pooler, GA 31322, United States","Rooftop",32.108759,-81.228963,"1040 US-80, Pooler, GA 31322, United States","Female","M","F-M","house, house, house, house"
"736",736,392,"Correct",10059,NA,"Akai (Grandson)","Grandchild",2,"Family","M","Grandkids","Grandkids: Fun zone pooler Hwy 80, Daffin park on victory drive, Tybee Island, Movie theater (NCG) on victory drive",NA,NA,"Place2","Daffin Park","Daffin Park",36,36,"E Victory Dr, Savannah, GA 31404, United States","Site",32.04377,-81.069983,"E Victory Dr, Savannah, GA 31404, United States","Female","M","F-M","primary, primary, primary, primary"
"737",737,393,"Correct",10059,NA,"Akai (Grandson)","Grandchild",2,"Family","M","Grandkids","Grandkids: Fun zone pooler Hwy 80, Daffin park on victory drive, Tybee Island, Movie theater (NCG) on victory drive",NA,NA,"Place3","Tybee Island","Tybee Island / Beach",27,27,"Tybee Island, GA, USA","Site",32.00593,-80.855322,"Tybee Island, GA, USA","Female","M","F-M","administrative, island"
"738",738,394,"Correct",10059,NA,"Akai (Grandson)","Grandchild",2,"Family","M","Grandkids","Grandkids: Fun zone pooler Hwy 80, Daffin park on victory drive, Tybee Island, Movie theater (NCG) on victory drive",NA,NA,"Place4","NCG Cinema","NGC Cinema-Victory Drive",106,106,"3001 Skidaway Rd, Savannah, GA 31404, United States","Rooftop",32.037416,-81.066314,"3001 Skidaway Rd, Savannah, GA 31404, United States","Female","M","F-M","commercial"
"739",739,35,"Correct",10038,NA,"Gwen (Grandmother),","Grandparent",NA,"Family","F",NA,"Gwen: Same activities as Aisha & Doctors visits at Memorial Health Family Practice on 66th st.",NA,NA,"Place2","New Generations Church","New Generations Church",16,16,"2020 Tennessee Ave, Savannah, GA 31404, United States","Rooftop",32.051201,-81.063504,"2020 Tennessee Ave, Savannah, GA 31404, United States","Female","F","F-F","place_of_worship"
"740",740,36,"Correct",10038,NA,"Gwen (Grandmother),","Grandparent",NA,"Family","F",NA,"Gwen: Same activities as Aisha & Doctors visits at Memorial Health Family Practice on 66th st.",NA,NA,"Place3","Kroger-Gwinnett","Kroger-Gwinnett Street",190,190,"311 E Gwinnett St, Savannah, GA 31401, United States","Rooftop",32.065826,-81.092654,"311 E Gwinnett St, Savannah, GA 31401, United States","Female","F","F-F","supermarket"
"741",7411,1023,"Correct",10071,NA,"Betty (Grandmother)","Grandparent",NA,"Family","F",NA,"Betty: Her house in Whitemarsh Island, Tybee, Church at first Bryan Baptist",NA,NA,"Place2","Tybee Island","Tybee Island / Beach",27,27,"Tybee Island, GA, USA","Site",32.00593,-80.855322,"Tybee Island, GA, USA","Female","F","F-F","administrative, island"
"742",742,1024,"Correct",10071,NA,"Betty (Grandmother)","Grandparent",NA,"Family","F",NA,"Betty: Her house in Whitemarsh Island, Tybee, Church at first Bryan Baptist",NA,NA,"Place3","First Bryan Baptist","First Bryan Baptist",297,297,"575 W Bryan St, Savannah, GA 31401, United States","Rooftop",32.082038,-81.099039,"575 W Bryan St, Savannah, GA 31401, United States","Female","F","F-F","place_of_worship, house"
"743",743,34,NA,10038,NA,"Gwen (Grandmother),","Grandparent",NA,"Family","F",NA,"Gwen: Same activities as Aisha & Doctors visits at Memorial Health Family Practice on 66th st.",NA,NA,"Place1","Tanger Boulevard","Tanger Outlets",0,0,NA,NA,32.134835,-81.243336,NA,"Female","F","F-F","administrative, administrative"
"744",744,37,NA,10038,NA,"Gwen (Grandmother),","Grandparent",NA,"Family","F",NA,"Gwen: Same activities as Aisha & Doctors visits at Memorial Health Family Practice on 66th st.",NA,NA,"Place4","Publix-Pooler","Publix-Pooler",0,0,NA,NA,32.135979,-81.252937,"467 Pooler Pkwy
Pooler, GA 31322-5102","Female","F","F-F","fast_food"
"745",745,38,NA,10038,NA,"Gwen (Grandmother),","Grandparent",NA,"Family","F",NA,"Gwen: Same activities as Aisha & Doctors visits at Memorial Health Family Practice on 66th st.",NA,NA,"Place5","Memorial Health Family Practice","Memorial Health Doctors",0,0,NA,NA,32.031761,-81.090349,NA,"Female","F","F-F","administrative, administrative"
"746",746,258,"Correct",10056,NA,"Karen","Group",8,"Friendship","Undefined from relationship","Group","Parent Circle: ELCA on bull st, at their homes in effingham, at the park by candler, forsyth park, seafood restaurant on victory by Home Depot & target",NA,NA,"Place1","Lutheran Church of the Ascension","Lutheran Church of the Ascension",22,22,"120 Bull St, Savannah, GA 31401, United States","Rooftop",32.077936,-81.091484,"120 Bull St, Savannah, GA 31401, United States","Female","F","F-F","place_of_worship"
"747",747,260,"Correct",10056,NA,"Karen","Group",8,"Friendship","Undefined from relationship","Group","Parent Circle: ELCA on bull st, at their homes in effingham, at the park by candler, forsyth park, seafood restaurant on victory by Home Depot & target",NA,NA,"Place3","Ridgewood Park","Ridgewood Park",19,19,"Ridgewood Park, Dallas, TX 75214, USA",NA,32.029872,-81.098312,"2WJ2+3G Savannah, Georgia","Female","F","F-F",""
"748",748,261,"Correct",10056,NA,"Karen","Group",8,"Friendship","Undefined from relationship","Group","Parent Circle: ELCA on bull st, at their homes in effingham, at the park by candler, forsyth park, seafood restaurant on victory by Home Depot & target",NA,NA,"Place4","Forsyth Park","Forsyth Park",3,3,"Savannah, GA 31401, United States","Site",32.074679,-81.088261,"Savannah, GA 31401, United States","Female","F","F-F","administrative"
"749",749,262,"Correct",10056,NA,"Karen","Group",8,"Friendship","Undefined from relationship","Group","Parent Circle: ELCA on bull st, at their homes in effingham, at the park by candler, forsyth park, seafood restaurant on victory by Home Depot & target",NA,NA,"Place5","Shabazz Restaurant","Shabazz Restaurant",364,364,"502 W Victory Dr, Savannah, GA 31405, United States","Rooftop",32.053738,-81.107482,"502 W Victory Dr, Savannah, GA 31405, United States","Female","F","F-F","seafood"
"750",750,263,"Correct",10056,NA,"Sylvia","Group",8,"Friendship","Undefined from relationship","Group","Parent Circle: ELCA on bull st, at their homes in effingham, at the park by candler, forsyth park, seafood restaurant on victory by Home Depot & target",NA,NA,"Place1","Lutheran Church of the Ascension","Lutheran Church of the Ascension",22,22,"120 Bull St, Savannah, GA 31401, United States","Rooftop",32.077936,-81.091484,"120 Bull St, Savannah, GA 31401, United States","Female","F","F-F","place_of_worship"
"751",751,265,"Correct",10056,NA,"Sylvia","Group",8,"Friendship","Undefined from relationship","Group","Parent Circle: ELCA on bull st, at their homes in effingham, at the park by candler, forsyth park, seafood restaurant on victory by Home Depot & target",NA,NA,"Place3","Ridgewood Park","Ridgewood Park",19,19,"Ridgewood Park, Dallas, TX 75214, USA",NA,32.029872,-81.098312,"2WJ2+3G Savannah, Georgia","Female","F","F-F",""
"752",752,266,"Correct",10056,NA,"Sylvia","Group",8,"Friendship","Undefined from relationship","Group","Parent Circle: ELCA on bull st, at their homes in effingham, at the park by candler, forsyth park, seafood restaurant on victory by Home Depot & target",NA,NA,"Place4","Forsyth Park","Forsyth Park",3,3,"Savannah, GA 31401, United States","Site",32.074679,-81.088261,"Savannah, GA 31401, United States","Female","F","F-F","administrative"
"753",753,267,"Correct",10056,NA,"Sylvia","Group",8,"Friendship","Undefined from relationship","Group","Parent Circle: ELCA on bull st, at their homes in effingham, at the park by candler, forsyth park, seafood restaurant on victory by Home Depot & target",NA,NA,"Place5","Shabazz Restaurant","Shabazz Restaurant",364,364,"502 W Victory Dr, Savannah, GA 31405, United States","Rooftop",32.053738,-81.107482,"502 W Victory Dr, Savannah, GA 31405, United States","Female","F","F-F","seafood"
"754",754,268,"Correct",10056,NA,"Rachel","Group",8,"Friendship","Undefined from relationship","Group","Parent Circle: ELCA on bull st, at their homes in effingham, at the park by candler, forsyth park, seafood restaurant on victory by Home Depot & target",NA,NA,"Place1","Lutheran Church of the Ascension","Lutheran Church of the Ascension",22,22,"120 Bull St, Savannah, GA 31401, United States","Rooftop",32.077936,-81.091484,"120 Bull St, Savannah, GA 31401, United States","Female","F","F-F","place_of_worship"
